"id","chr","S2_Auxin1_r653","S2_Auxin2_r653","S2_Ctrl1_r653","S2_Ctrl2_r653"
"FBgn0000146","chr2L",10.3445540444579,7.59406124340386,11.1798167174247,10.08864442745
"FBgn0000147","chr3R",31.0165059319485,31.1160812355436,28.8645420501862,33.5992759343927
"FBgn0000150","chr3R",584.075966590408,529.524338162892,576.727014360095,599.683182312849
"FBgn0000152","chrX",7.54504335436543,6.7876869977949,6.84378356142709,6.68864402078758
"FBgn0000153","chr2L",1.95188418887197,3.07434252358931,2.6560664715267,2.56678608843834
"FBgn0000157","chr2R",0.989904729032445,0.77458433418108,1.02813327742223,1.00885960290599
"FBgn0000158","chr3R",0.664559229522748,0,0.318564669905112,0.534698154654852
"FBgn0000163","chrX",4.04952010983772,3.37816691223317,4.453193319176,4.22196465418499
"FBgn0000173","chrX",21.4197907443392,19.8794382947918,22.5844857527094,21.0062197000676
"FBgn0000179","chrX",0.0496084504048472,0.0576721671080381,0.0770032746765459,0.070959104476733
"FBgn0000180","chr2L",1.54700823121482,1.45261050556178,1.60422885960203,1.42252387054968
"FBgn0000181","chr2R",233.168348115682,247.052695756342,242.217399258436,263.87094370006
"FBgn0000183","chr2L",25.7742534389113,23.8693427019554,27.6417463963552,26.0780265317265
"FBgn0000212","chr3L",11.4304759164119,10.5057066482176,12.2737209881483,11.7142676972715
"FBgn0000221","chrX",14.5965687913032,13.371602853834,15.4731411096769,14.513235626346
"FBgn0000227","chr2L",50.5246600883964,56.8383277588239,58.5014963363718,57.8680777880187
"FBgn0000228","chr2L",10.2365994808561,9.89606446690605,11.6511991844255,11.1980846670605
"FBgn0000229","chr2L",13.8183003847955,14.7517894705077,16.4912187405031,12.1791366937222
"FBgn0000233","chrX",1.27487174257867,2.10686020054627,1.66226137810808,1.53178652845963
"FBgn0000239","chr2L",12.7848523107354,12.7385117861589,13.006368303461,11.6698528354593
"FBgn0000241","chr2R",3.63397815077768,2.83849594524861,2.89818185291457,2.55299118914127
"FBgn0000244","chr3R",148.465393114051,138.222115823119,161.506881453276,181.263010504773
"FBgn0000246","chr3R",1.49477685681046,1.76745381572491,1.27384842247955,2.61323824457845
"FBgn0000247","chr3R",25.5343126373859,24.3487049222168,26.8223251998179,26.0714041945478
"FBgn0000250","chr2L",62.8494365557815,61.5397285239869,72.4966212881928,65.8554399437821
"FBgn0000251","chr2L",0.74859350487799,0.754982429755133,0.717695074209801,0.743594257319913
"FBgn0000253","chr2R",9.38128009771329,8.03525799332361,9.29131909965638,8.62910431853995
"FBgn0000256","chr2L",6.89207461686113,7.08607766313699,6.37298037590012,6.87476640427518
"FBgn0000257","chrX",14.8464732662895,14.5134475919143,14.818626218058,15.9271117977321
"FBgn0000259","chrX",13.6933221957949,13.1965934725463,13.7289972800558,13.8139215104171
"FBgn0000261","chr3L",48.9319518831283,54.9965835750372,54.6178099660471,69.6390723413839
"FBgn0000273","chr2L",13.8418369905505,12.7975499118609,15.1052778911609,16.3158189118242
"FBgn0000274","chr3R",0.429618240197404,0.605104701286869,1.2356568395445,0.691333654050933
"FBgn0000276","chr3R",241.339930721419,214.473472089786,208.2406947485,234.865159360424
"FBgn0000277","chr3R",107.263005010257,86.2176285951703,91.2316635973403,122.682079027969
"FBgn0000278","chr3R",96.6799250480746,118.584201200947,90.9792938501831,133.186432464443
"FBgn0000279","chr3R",149.608164652884,119.49618303651,160.499757204286,182.845569405652
"FBgn0000280","chr3R",8.36947657977487,7.14434090531178,5.83565368764233,8.16242758212053
"FBgn0000281","chr3R",63.3138646704308,75.6642497888082,75.8757064198683,72.5533939558864
"FBgn0000283","chr3R",42.7651948355702,38.9469829847481,44.702393542393,43.0393654991363
"FBgn0000286","chr2L",7.82869695637711,6.18210760319996,7.05470071360815,6.82565935840774
"FBgn0000287","chr2L",0.0582384002706127,0.153117216178327,0,0.0999638899171843
"FBgn0000289","chr2R",21.134727558037,20.4453927790851,21.1276826620175,22.6730727623902
"FBgn0000299","chr2L",93.3980812075775,82.5203975858384,98.0975667416933,91.0088327169252
"FBgn0000303","chr3R",0.461227822747412,0.421053805916002,0.405341291979627,0.604754907250356
"FBgn0000307","chr2L",14.2311989938542,13.7428031644754,14.2257649220228,15.7735431306497
"FBgn0000308","chr2L",61.9987183029569,56.5471011688671,67.7723703284037,69.4537048151249
"FBgn0000316","chrX",10.3972609688704,11.9002481283612,9.79116206375624,12.5400586896692
"FBgn0000317","chr2L",5.41232719276211,5.68290529691146,5.49566657652804,6.23531253765275
"FBgn0000318","chr2L",65.4999862097275,60.3378834630164,75.0913384698546,76.6286344974889
"FBgn0000319","chrX",25.9169464849042,28.2730817244804,26.8903562381791,31.9579054321297
"FBgn0000320","chr2L",8.21515365334616,6.38275101864691,7.93516225486927,10.2961360570412
"FBgn0000326","chr2R",20.45050949126,22.0830232066267,23.2009165193035,23.4016556090766
"FBgn0000330","chrX",16.2388263343059,16.9086074796869,18.1890150236145,17.4208108452065
"FBgn0000337","chr2R",3.56029556389142,5.54803706955225,4.35745947160958,6.66370519611708
"FBgn0000339","chr2L",65.112554007659,59.4504819769207,57.4815957726275,62.0048508630093
"FBgn0000346","chrX",1.33913380941831,1.58341838812852,1.71181419103901,2.34113584876281
"FBgn0000351","chr2L",15.7603130642002,16.2040821680333,14.1812659506147,16.2462818726159
"FBgn0000352","chr2R",19.9145755751193,19.3532224823542,17.1566327943734,22.2605050739281
"FBgn0000356","chr3L",2.36273634465817,0.493014059419988,1.00676162855509,2.25307924709525
"FBgn0000357","chr3L",2.09190633380792,0.785703671338424,2.40667469599848,0.448834217411007
"FBgn0000358","chr3L",1.86148525725587,0.873949144573998,1.78465187199887,2.49622277883524
"FBgn0000370","chr2L",25.9292043683811,24.4215860573445,25.0112438185114,26.9219687428574
"FBgn0000376","chrX",18.5445069418425,15.9142759313106,20.0378937396116,19.0789754807895
"FBgn0000377","chrX",20.3696861786689,19.4646655858072,21.944158603154,19.6130595614921
"FBgn0000382","chrX",7.76187193921841,6.85952574964187,7.41845955694393,7.39017759752618
"FBgn0000384","chr2L",14.4698297708804,12.3543523125244,14.390769161111,14.0817452943453
"FBgn0000394","chrX",3.73814566606546,4.40065437204538,3.85130421825584,3.83067334678103
"FBgn0000395","chr2R",22.1475460064725,16.4704686704305,23.9507887288961,26.6795767854124
"FBgn0000404","chr3L",24.8443079651932,21.2332436540256,23.9870975714454,22.5915622130013
"FBgn0000405","chr2R",70.397562006575,59.4587615490453,71.4846291159559,70.4079046599208
"FBgn0000406","chr2L",2.56121536647731,1.82443055887058,3.38689710684942,1.70543171053243
"FBgn0000411","chr3L",3.82756310392483,2.46752717779472,1.64309518281624,3.92230407135519
"FBgn0000412","chr3R",35.7820944542477,31.6518477821327,34.4975428127701,35.1578074851819
"FBgn0000414","chr3L",7.0444933188124,6.71840068361345,7.15100787251857,7.79433481606683
"FBgn0000416","chr3R",40.9767007239086,42.6296874583687,44.4095539026886,45.2115084895191
"FBgn0000422","chr2L",1.25941188017063,0.929156761213972,1.98363378684049,2.12312790679065
"FBgn0000426","chr2R",164.574670568667,169.084778919533,166.979841783311,152.01032516883
"FBgn0000427","chrX",0.453930904178217,0.532790313347785,0.489594109910266,0.730457139175413
"FBgn0000439","chr3R",0.0974063636550289,0.121950229954718,0.0311286285264154,0.0348321116608618
"FBgn0000442","chr2L",1.18461795919233,1.39041640008651,1.49063575896397,1.42969883332901
"FBgn0000447","chr3R",74.0814677507083,71.1492027522302,79.9962887476478,78.143067362575
"FBgn0000454","chr3R",32.6348502098241,32.8833683817685,38.9273238904122,35.8269858583819
"FBgn0000455","chr3R",18.4300166325914,19.8722590104672,20.7973719498822,20.6228965187648
"FBgn0000459","chrX",3.85724133423009,3.09696494250414,3.10849108166513,3.59826131383467
"FBgn0000463","chr3R",3.74132896306457,3.39616280351115,3.74835023864976,3.53452646300629
"FBgn0000464","chr2L",0.310933860457214,0.3219339843888,0.317368787517366,0.276491950356774
"FBgn0000473","chr2R",36.0295440489317,30.9577169286196,36.9083320916184,33.2513496519863
"FBgn0000479","chrX",1.57745292439882,1.64813374062619,1.63943899399792,1.87638223019466
"FBgn0000482","chrX",36.9305476512145,32.7769497138664,39.5773724058637,38.4246458534846
"FBgn0000489","chr3L",0.676146380823926,0.801964095000229,0.602747825870755,1.04350240033014
"FBgn0000490","chr2L",0.278836594467253,0.215618212054368,0.209668648597368,0.258075036967367
"FBgn0000492","chr3R",4.3483690385119,4.19240054479686,4.24333319057397,7.08061566279229
"FBgn0000499","chrX",18.0845780833853,18.6280584814967,20.7593681216921,19.8551122711617
"FBgn0000504","chr3R",0.379150436595243,0.359762377350921,0.443853710906438,0.65935970655245
"FBgn0000520","chrX",33.6720168913422,31.5484828680466,40.2296620898517,40.2939769787684
"FBgn0000524","chrX",15.2188928668705,15.5252023519275,15.2752316150743,16.3669516001978
"FBgn0000527","chr3R",3.06978274512271,2.42039131788022,2.87567780519415,2.46363377062967
"FBgn0000533","chr3R",1.53622424632827,1.34631891747507,0.196375481448357,1.75791174133102
"FBgn0000535","chrX",0.0693976264686352,0.0533151944577493,0.084678640793313,0.0541446619770836
"FBgn0000536","chrX",22.5734771620759,22.1484368257951,22.1166471754494,24.0394129201821
"FBgn0000541","chr3L",20.6832929615074,18.8741317241914,20.4389433888951,19.0920098837488
"FBgn0000542","chrX",3.20896235976814,2.89009537412969,3.27395382724162,3.20553424118693
"FBgn0000543","chr3L",23.8742027249242,25.8225861262991,24.0477135045683,29.1781681933799
"FBgn0000546","chr2R",4.17744015022987,4.23069123908413,5.25747027840729,5.44231522398594
"FBgn0000547","chr2L",0.0611416230404676,0.0535834035566455,0.0625258490213419,0.109319954105582
"FBgn0000551","chr3L",0.826705291533707,1.2420161881542,0.317033108992107,1.06425498089956
"FBgn0000557","chr3R",0.853020424831803,1.00121189206312,0.885962718803904,0.762591415278727
"FBgn0000559","chr2L",216.288351991718,217.105948975211,228.496523324954,236.501106866569
"FBgn0000560","chr3L",0.463854424562916,0.326662681834419,0.259413401535634,0.331744836877013
"FBgn0000562","chr2R",7.32519814881489,6.74281995984092,7.65877551685084,8.41527460508366
"FBgn0000565","chr3L",38.7098023764099,42.6560350387471,50.3006205299477,43.4150031898128
"FBgn0000566","chr2R",86.7340907082351,75.2105131134135,88.4000782717058,88.9256971627745
"FBgn0000567","chr3L",5.08892697223591,4.72782380955669,5.58828808938785,6.02808189490118
"FBgn0000568","chr3L",12.6279209660169,12.631017341599,13.1690976211036,15.1770072820722
"FBgn0000575","chr3L",65.7226666176474,74.6545214170106,72.3566864980226,77.8997194230295
"FBgn0000576","chr3R",0.435013698761502,0.466822130712096,0.476638140009818,1.46670003391049
"FBgn0000577","chr2R",1.43159241730861,1.99715257657526,1.7254323343814,2.01847281502676
"FBgn0000578","chr2R",37.268667052826,35.0969590540163,39.5245046277733,43.3410001976995
"FBgn0000579","chr2L",42.246882079757,37.3472328722292,46.1248005572247,42.5177298038921
"FBgn0000581","chr2R",26.6375732675084,25.1708519994417,24.6781045602384,25.9126683386487
"FBgn0000588","chr2L",27.5002519877019,22.8878585150088,27.114181025295,26.6523101077618
"FBgn0000592","chr3L",1.09351160978703,1.54017905685259,0.524188288317633,1.75965847398338
"FBgn0000606","chr2R",0.34950142406303,0.437566678753513,0.893535049733852,0.499921038904943
"FBgn0000611","chrX",12.2551234308427,13.1854725245769,15.9920883288669,11.9602489975877
"FBgn0000615","chr2R",18.0608875944694,20.0502722715703,19.2092927527165,17.4581287530497
"FBgn0000617","chrX",28.5383959779993,30.4696810438503,27.4993503806465,33.8792318547527
"FBgn0000618","chrX",33.911385185781,34.73686709499,41.3785045839898,39.6869586502785
"FBgn0000625","chr3L",0.188134245775723,0.11776958749821,0.180368946034897,0.336380130116565
"FBgn0000629","chr3L",14.7527942882977,12.3537812695169,11.5005878299922,14.9444750060495
"FBgn0000633","chr2R",0.152457798433929,0.107366170647023,0.172265957911214,0.157713585352151
"FBgn0000635","chrX",1.21204034545979,1.19542743241462,1.02689521083256,1.54721074912626
"FBgn0000636","chr2L",1.53340479441925,1.48827203282007,1.69040519969285,1.81605916828668
"FBgn0000640","chr2L",0.910616243454604,1.14006781613448,0.291010091219586,0.325632591978683
"FBgn0000644","chrX",1.40946475933616,0.294102193916295,0.900859107518556,1.34405000623624
"FBgn0000658","chr2R",12.7876171742814,17.3742320855599,16.9036695408524,21.3050856270222
"FBgn0000659","chr3R",0.441115136900448,0.150617634757506,0.15378471704841,0.344162058499858
"FBgn0000662","chr2R",31.4325796867009,29.2852751850844,30.5699931105232,32.4854350563891
"FBgn0000667","chrX",4.35257720261005,3.96472472415279,4.20858922986764,4.25034278704222
"FBgn0000709","chrX",19.6170501944636,19.8090780859903,17.7590717795616,21.320926417423
"FBgn0000711","chrX",1.78030813001784,2.01683812420228,1.78283782128436,1.90216005304763
"FBgn0000719","chrX",2.97385789232218,3.16889708529935,2.69093620509283,3.11862521202812
"FBgn0000721","chr2L",8.75574266277369,7.2215626295958,9.7934044253693,9.10745224057172
"FBgn0000723","chr3R",2.75709574568729,2.64878633304904,2.76567056146327,2.67021626058013
"FBgn0000810","chrX",17.2703670639232,14.9754757403374,19.1763198490537,17.204046697811
"FBgn0000826","chrX",23.3289845431183,22.9209456466193,19.5517992823165,24.5298183078857
"FBgn0000927","chrX",36.9278536509792,35.661206834039,33.5327206333337,28.5040094404178
"FBgn0000928","chrX",13.5606552536456,13.4770537056082,15.0113888355287,16.6973626994251
"FBgn0000964","chr2L",0.541822316536557,0.277505765328066,0.944469874969325,0.951153119566494
"FBgn0000996","chr2R",37.0751494625654,31.7824238580086,37.0541970189356,38.0848520821798
"FBgn0001075","chr2L",0.683643431918093,0.331317587811312,0.479236094988069,0.504708244475852
"FBgn0001078","chr3L",2.53682529442586,2.10179063831073,2.2565363964552,2.35764110793733
"FBgn0001079","chrX",23.0336537243326,22.2835493543004,23.1345006874843,23.8544520315286
"FBgn0001083","chrX",0.0938020005304178,0.0293594153032178,0.119907058224126,0.234802444493403
"FBgn0001084","chr2L",30.5019424636827,29.8937599166604,35.6398639155207,32.3130780601286
"FBgn0001085","chr3L",2.95417212856534,2.24994915224931,2.81125821259481,3.29831462223305
"FBgn0001086","chr2L",77.182843210691,68.928707835816,73.4580965477835,72.0306593954005
"FBgn0001087","chrX",9.24772910644009,9.14607909328452,8.8296900269435,10.2867816682938
"FBgn0001089","chr2L",2.27299481324238,2.08466289189116,2.22985475983382,1.70123759627351
"FBgn0001090","chrX",2.69850445640994,2.90922710738822,2.87458093593541,2.25160600434432
"FBgn0001091","chr2R",82.0825007783244,70.9603569297025,89.6181218440975,87.8076320504195
"FBgn0001092","chrX",80.9865806439669,66.0333144889371,72.8590601404024,77.3901511176568
"FBgn0001098","chr3R",51.8536224522511,45.479735989586,48.9286433365391,67.0427497230825
"FBgn0001099","chr3L",1.61006274006565,1.81418094898928,2.26395678331442,2.3030070331576
"FBgn0001104","chr3L",29.2327706049319,29.9282650438693,28.8398421275628,29.741943420149
"FBgn0001105","chrX",21.5085252614472,20.5158119528441,21.9809622234528,21.4911599883304
"FBgn0001108","chr3L",27.5440818636032,26.4149428818675,24.9679367825706,31.3694996331197
"FBgn0001112","chr3R",1.10938516541297,0.99434140576568,0.918559271801178,1.4606197391818
"FBgn0001114","chr2L",6.15619605307711,4.56152072999643,6.74525387275949,6.19994621118303
"FBgn0001122","chr2R",3.79695038212854,2.37684148577352,3.48557977240853,4.08663263459869
"FBgn0001123","chr2R",10.4392690019591,10.0592579859147,9.59605444952917,9.64718021188325
"FBgn0001124","chr2R",19.8113357559487,14.7194200374651,19.6390308456184,19.3962652745602
"FBgn0001125","chr2L",36.0225497333726,36.0131126398871,31.7931662474155,43.6456016812537
"FBgn0001128","chr2L",29.7731894815339,34.0207476439759,34.6741939299536,42.2637470975075
"FBgn0001133","chr2R",18.1760184263767,15.8692471699257,17.7315133374167,23.0909286537318
"FBgn0001134","chr3L",0.125560204920782,0.137548342609264,0.0601888341277458,0.044899808532536
"FBgn0001137","chr2L",71.6706097010527,76.1031575162001,62.8715022195494,74.1702117792529
"FBgn0001138","chr3R",0.0555083257139664,0.028429763668279,0.0387034198088733,0.0757891796860821
"FBgn0001139","chr3R",16.932542387083,15.2475528615481,17.7460979418701,17.7814116604854
"FBgn0001142","chr2L",59.7354116624873,59.8656988561674,60.0231703304305,68.5507592429112
"FBgn0001145","chrX",0.863859324323612,0.526149423902391,1.02965810822691,0.901690574448508
"FBgn0001147","chr2R",0.201486927431047,0.270274697790502,0.303553629634224,0.339668479563971
"FBgn0001148","chr2R",2.63163222329207,2.53132078660767,1.96917914655792,2.20345936072772
"FBgn0001149","chr3R",81.2962954089328,102.819424204743,93.8470440897931,128.913477217717
"FBgn0001150","chrX",2.22595081733348,2.61265541197486,3.55679000379495,1.59198156078467
"FBgn0001168","chr3L",343.614115587171,334.6618661991,352.645345574025,363.239708039141
"FBgn0001169","chr3R",19.2484765943912,16.8936987610483,21.0767718611006,19.7770110061962
"FBgn0001179","chr3L",16.1244719284332,12.6264483072562,12.8919484320943,15.7023641472517
"FBgn0001180","chr3R",0.904760190442034,0.613565436416428,0.915605705010821,0.808846229271809
"FBgn0001185","chr2L",21.4771832801319,19.0713419473957,21.8406208844363,21.9362798404092
"FBgn0001186","chrX",68.524239089833,64.7721347036434,84.3010803494914,84.5231408706698
"FBgn0001187","chr2R",20.2842006115723,17.3149709876725,18.5630109929963,22.0079180143126
"FBgn0001189","chrX",10.7737838686651,9.67653028215234,9.22677834788322,9.77631618577705
"FBgn0001197","chr3R",71.904235361053,68.9262060942493,76.1322283907017,69.2470285840657
"FBgn0001202","chr2L",22.2232337299099,20.4413214388001,24.5981378310681,29.0538134449044
"FBgn0001206","chrX",9.47754378395359,10.1425030157273,8.8859208988426,8.22362511414453
"FBgn0001208","chr3L",0.633817547508334,0.476113835488525,0.850719142448411,0.951932210461827
"FBgn0001215","chr3R",78.4979139884968,70.3119512607436,79.7239846418516,83.6218249841594
"FBgn0001216","chr3L",0.604165164407336,0.523660879329879,0.891120090139977,0.299141940577174
"FBgn0001217","chr3R",18.3139277972321,19.161725595867,18.9375730072729,21.1906431089726
"FBgn0001218","chrX",93.3839953295053,100.31440100008,94.6385645259892,108.756480222382
"FBgn0001220","chr2R",103.153682408934,108.180508497438,105.868240425144,116.821281301637
"FBgn0001222","chr2R",32.8742766402912,34.4472372479988,35.247698601219,37.8227029923945
"FBgn0001224","chr3L",220.055279413457,314.147106978889,233.749983327544,367.688244061638
"FBgn0001225","chr3L",455.194257092962,569.998033782641,465.325424274481,612.830856262693
"FBgn0001226","chr3L",93.7263818933665,115.231078842118,97.6407549410884,123.508389199674
"FBgn0001229","chr3L",11.1613598792056,11.1353175489687,11.3694632190273,12.3479482570902
"FBgn0001230","chr3R",148.667561808078,208.959476893136,148.001859993338,225.832043480571
"FBgn0001233","chr3L",491.983840312398,719.986763115482,512.145671169665,798.59195759902
"FBgn0001234","chr3R",85.1258541511562,85.5915011343779,84.3840523148258,88.6112747282498
"FBgn0001235","chr3R",0.100301589682394,0.10763569501984,0.124885208114642,0.10341000013892
"FBgn0001247","chr3L",12.6604905063287,12.5377770508748,13.8942161781768,15.0231953111832
"FBgn0001248","chr3L",51.3725171833562,51.4297329621737,53.6829586065889,55.3986244462926
"FBgn0001250","chrX",2.25090326648601,2.31509114412228,1.61454019212111,2.8811579874441
"FBgn0001253","chr3L",0.339034633040787,0.309742926599257,0.368965314951914,0.334221962810477
"FBgn0001254","chr3L",4.53307646675776,3.02682328220356,5.02201245878534,5.61949905946576
"FBgn0001255","chr3R",10.5406815579266,6.20439925647021,8.74814141555531,7.76364109274703
"FBgn0001256","chr3L",0.418042221974905,0.523377972317816,1.06876639660224,0.896940988764622
"FBgn0001257","chr3L",9.90003589050891,9.12305441558287,9.72224422534728,9.6026345145329
"FBgn0001258","chr3L",8.09705890442821,7.3780398805928,9.82988140669871,9.25181259517033
"FBgn0001259","chr3L",1.29204773430162,1.16045942441065,1.07714613966609,1.68741724075984
"FBgn0001263","chr2R",40.4143372396903,39.2998554320009,41.9308439066187,36.9416860938135
"FBgn0001269","chr2R",0.0976183370076701,0.0916617113028931,0.0467945548327833,0.0942513636221014
"FBgn0001276","chr2R",30.5539344110639,21.795160106177,33.1531041800011,21.8519204526301
"FBgn0001280","chr3R",41.3370795169521,36.1561682874307,36.5545090763237,49.8132078875492
"FBgn0001281","chr3R",3.46682864191554,6.07653081301249,4.8748101705238,5.45478359385797
"FBgn0001291","chr2R",116.375893255207,118.374433038627,121.339993776864,133.64363125593
"FBgn0001296","chr3R",1.53253040536091,1.03429282901575,1.42335989888672,0.924794747362939
"FBgn0001297","chr3R",74.981740683367,77.5785273225415,76.278269754371,84.4086395880688
"FBgn0001301","chr2L",20.1337373598549,17.644840297134,18.9407852309664,20.0242795934592
"FBgn0001308","chr2R",29.0651828858995,28.0971772279306,30.0697457676649,30.6285688110415
"FBgn0001311","chr3R",0.186236729860162,0.218590813592427,0.267824626021898,0.599377339814821
"FBgn0001313","chrY",0.281289459243702,0.453799184737024,0.387324415311431,0.30378909264301
"FBgn0001316","chr3L",5.3040255540621,4.87428192679603,5.05415015031752,5.81823225986712
"FBgn0001319","chr2R",0.279836774164791,0.2346082712796,0.220378133942379,0.182267570082282
"FBgn0001320","chr3L",0.620571426190656,0.741623839383414,0.865392213521762,1.45252648311751
"FBgn0001321","chr3R",1.87643807911622,1.27251128098248,1.59910001019359,1.34201294954294
"FBgn0001323","chr3L",0.116985934612815,0.137309383842203,0.154216292493822,0.10981342320703
"FBgn0001324","chr3L",16.0807577188223,14.7700028329598,14.6055973477564,16.4761491400729
"FBgn0001325","chr2R",10.2101473931589,7.62919414759992,10.2712629248206,12.4960400851598
"FBgn0001330","chrX",14.9024662751549,13.7611944428481,13.9716195123934,14.3972950572256
"FBgn0001341","chrX",52.7001064393653,48.5222904594957,50.6530204605213,53.9075476335446
"FBgn0001404","chrX",16.7934643535082,15.3425529124931,16.7841057701704,19.3722230183352
"FBgn0001491","chrX",18.145121270586,17.8340785991372,15.6077838273037,16.3731535523009
"FBgn0001565","chrX",36.3314503409442,35.910023232465,38.2946747138407,37.8362808695429
"FBgn0001612","chrX",10.2159701353388,8.75672697675586,9.30661965210899,9.18602598247175
"FBgn0001624","chrX",2.80367914581818,2.80971675882207,3.24691982682949,3.49524709307926
"FBgn0001941","chr2L",170.170653465581,186.461025661362,183.01387741115,230.69899671088
"FBgn0001942","chr2L",128.72748759538,134.467354546702,130.851687059999,132.178157820771
"FBgn0001961","chr2L",172.241291806743,173.482061125405,183.541034565831,175.042352562177
"FBgn0001965","chr2L",18.1170648309744,18.9734097451386,19.6467655026533,21.7999855164291
"FBgn0001977","chr2L",46.3367028201696,40.3655261150115,46.9920103608862,55.5998630208276
"FBgn0001978","chr2L",49.5742141959929,46.8658799609461,48.6416804051346,51.77565308399
"FBgn0001986","chr2L",37.4451808925204,34.0060412472904,39.7071547451429,40.9822539432462
"FBgn0001987","chr2L",21.4816115067089,18.7368694340847,21.7174249321414,26.7040414982377
"FBgn0001989","chr2L",19.2581444149432,16.522557591136,18.3695363663875,22.6524766827058
"FBgn0001990","chr2L",18.856043436498,19.0898336500596,19.7888175251752,21.9766732517888
"FBgn0001991","chr2L",0.32012287949308,0.431280055621961,0.50706821269044,0.880956812335547
"FBgn0001992","chr2L",11.2332216497846,6.49093887276567,7.92924157737618,7.8131952175158
"FBgn0001994","chr2L",28.9080790682941,28.1860710193346,29.6652971183977,37.8648309742738
"FBgn0001995","chr2L",70.9934132181564,62.2975873685546,59.9201439921708,84.5849625080285
"FBgn0002021","chr2L",36.2572658780956,37.0568764334532,36.5313900152352,38.3749450056416
