"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0033375","31","7","20","7"
"FBgn0033374","2","1","1","0"
"FBgn0033373","96","37","66","32"
"FBgn0033372","1","2","1","1"
"FBgn0024189","551","269","345","163"
"FBgn0050350","9","3","9","5"
"FBgn0011286","1406","814","805","421"
"FBgn0021825","77","23","46","27"
"FBgn0033339","290","244","193","122"
"FBgn0033340","26","11","21","9"
"FBgn0004921","1705","591","968","294"
"FBgn0050349","50","20","40","8"
"FBgn0002552","74","44","58","33"
"FBgn0033349","151","54","86","38"
"FBgn0033350","53","9","19","6"
"FBgn0033352","234","113","182","82"
"FBgn0033353","4","0","2","0"
"FBgn0033355","0","0","0","0"
"FBgn0033357","33","8","21","11"
"FBgn0011300","506","185","297","76"
"FBgn0033364","0","0","0","0"
"FBgn0033369","0","0","0","0"
"FBgn0033368","256","128","173","62"
"FBgn0033367","124","29","93","31"
"FBgn0033366","321","103","309","101"
"FBgn0033365","4","7","7","1"
"FBgn0033363","0","0","0","0"
"FBgn0033362","0","0","1","0"
"FBgn0033358","84","30","60","14"
"FBgn0033356","251","63","147","43"
"FBgn0027607","234","93","138","63"
"FBgn0033354","15","2","10","1"
"FBgn0033351","39","20","29","12"
"FBgn0033348","9","3","5","0"
"FBgn0033347","42","13","27","8"
"FBgn0003074","1700","520","1624","325"
"FBgn0033344","5","2","2","0"
"FBgn0033341","44","9","32","7"
"FBgn0027513","5","2","2","2"
"FBgn0033337","68","25","30","17"
"FBgn0053199","15","2","10","3"
"FBgn0033303","2","2","3","1"
"FBgn0033304","83","17","45","24"
"FBgn0033307","0","0","1","0"
"FBgn0033313","1664","899","1049","483"
"FBgn0022027","31","4","12","6"
"FBgn0033316","42","13","13","13"
"FBgn0050354","14","2","4","2"
"FBgn0011906","0","0","0","0"
"FBgn0001285","4","2","1","1"
"FBgn0033321","23","32","13","24"
"FBgn0033323","0","0","1","0"
"FBgn0043576","0","0","0","0"
"FBgn0033327","0","2","1","2"
"FBgn0043575","6","54","1","96"
"FBgn0005695","64","24","37","19"
"FBgn0027585","674","356","469","220"
"FBgn0033330","0","0","0","0"
"FBgn0050356","2","2","1","0"
"FBgn0040777","602","272","421","153"
"FBgn0050357","61","21","38","7"
"FBgn0033326","1","2","1","0"
"FBgn0033324","0","0","0","0"
"FBgn0033322","0","1","0","0"
"FBgn0033320","247","139","174","156"
"FBgn0050355","24","9","12","2"
"FBgn0033317","106","15","61","12"
"FBgn0033315","17","5","9","3"
"FBgn0033312","4","1","0","0"
"FBgn0033309","74","29","49","19"
"FBgn0033308","8","8","8","2"
"FBgn0033302","16","9","7","7"
"FBgn0033301","0","0","0","0"
"FBgn0033283","38","26","23","11"
"FBgn0033287","29","16","13","10"
"FBgn0028836","66","26","61","19"
"FBgn0002534","1","1","0","2"
"FBgn0002535","0","0","0","0"
"FBgn0014469","351","94","73","64"
"FBgn0015034","22","5","11","4"
"FBgn0002569","0","0","0","1"
"FBgn0033294","0","0","0","0"
"FBgn0050359","166","68","88","46"
"FBgn0050360","2","2","5","1"
"FBgn0033297","0","0","1","0"
"FBgn0050361","220","87","131","47"
"FBgn0033296","0","0","0","1"
"FBgn0002571","0","0","0","0"
"FBgn0002570","9","2","6","0"
"FBgn0033292","6","0","1","0"
"FBgn0002533","0","0","2","0"
"FBgn0011812","0","0","2","2"
"FBgn0002531","1","1","1","0"
"FBgn0033289","47","43","34","27"
"FBgn0033286","37","21","13","12"
"FBgn0050362","29","9","21","12"
"FBgn0050363","0","0","0","0"
"FBgn0050366","0","0","0","0"
"FBgn0050364","0","0","0","0"
"FBgn0050365","0","0","0","0"
"FBgn0028563","27","5","13","7"
"FBgn0028562","5","4","7","2"
"FBgn0028561","0","0","1","0"
"FBgn0033257","8","3","3","2"
"FBgn0033259","161","104","109","42"
"FBgn0033261","9","9","8","1"
"FBgn0033264","47","10","19","6"
"FBgn0033266","56","30","34","20"
"FBgn0005648","115","48","70","17"
"FBgn0050297","0","0","0","0"
"FBgn0021995","57","13","21","10"
"FBgn0033273","50","28","36","10"
"FBgn0011659","11","2","6","4"
"FBgn0053087","1334","944","919","491"
"FBgn0013726","161","72","73","37"
"FBgn0033277","0","0","1","0"
"FBgn0050369","0","0","0","0"
"FBgn0033278","0","0","0","0"
"FBgn0050371","0","2","1","2"
"FBgn0050375","0","0","0","0"
"FBgn0050376","0","0","0","0"
"FBgn0033280","0","0","0","0"
"FBgn0033279","0","0","0","0"
"FBgn0010109","0","0","0","0"
"FBgn0033275","5","3","2","1"
"FBgn0033274","51","38","38","11"
"FBgn0050373","16","9","18","3"
"FBgn0033272","105","35","62","26"
"FBgn0033271","4","0","1","0"
"FBgn0050374","0","0","0","0"
"FBgn0010504","46","23","17","7"
"FBgn0033268","222","304","93","124"
"FBgn0033260","126","47","98","24"
"FBgn0033258","11","2","4","2"
"FBgn0025469","10","7","10","4"
"FBgn0021814","48","10","28","8"
"FBgn0040778","13","0","10","5"
"FBgn0033252","233","125","125","65"
"FBgn0033221","5","4","7","0"
"FBgn0033222","1","0","0","0"
"FBgn0002891","21","28","15","17"
"FBgn0003317","144","59","102","22"
"FBgn0033226","330","109","128","76"
"FBgn0003082","4","7","5","12"
"FBgn0033229","55","34","35","19"
"FBgn0040780","13","3","8","1"
"FBgn0050377","4","1","6","3"
"FBgn0015509","497","223","283","127"
"FBgn0033234","11","6","9","1"
"FBgn0026722","88","39","60","24"
"FBgn0050379","0","0","4","0"
"FBgn0033238","1","2","5","4"
"FBgn0050378","14","2","3","0"
"FBgn0033240","18","4","18","6"
"FBgn0027548","204","82","154","42"
"FBgn0027054","37","21","30","8"
"FBgn0033247","38","26","64","13"
"FBgn0013307","249","72","193","53"
"FBgn0013308","17","2","4","1"
"FBgn0033249","67","20","45","19"
"FBgn0027788","3","0","1","2"
"FBgn0033248","0","1","0","0"
"FBgn0033246","6130","2386","2915","1746"
"FBgn0033244","307","140","226","72"
"FBgn0033243","24","4","22","11"
"FBgn0026361","1","0","3","2"
"FBgn0033241","50","32","25","27"
"FBgn0033236","177","79","137","46"
"FBgn0050380","0","0","2","1"
"FBgn0033235","121","42","92","36"
"FBgn0023171","21","4","13","3"
"FBgn0050381","18","6","14","3"
"FBgn0033233","50","15","33","21"
"FBgn0026393","12","3","8","2"
"FBgn0033232","30","9","23","13"
"FBgn0050382","1","0","1","0"
"FBgn0029093","728","334","379","255"
"FBgn0033225","55","27","43","12"
"FBgn0033224","468","182","579","112"
"FBgn0033187","45","19","30","12"
"FBgn0033190","31","9","16","4"
"FBgn0033192","619","263","396","133"
"FBgn0033194","661","341","428","189"
"FBgn0050491","33","11","16","8"
"FBgn0050495","8","7","9","3"
"FBgn0033203","3","0","0","0"
"FBgn0033204","84","25","15","4"
"FBgn0033205","36","8","15","5"
"FBgn0033209","36","7","35","8"
"FBgn0050493","28","4","11","5"
"FBgn0050496","16","5","11","8"
"FBgn0033214","7","4","5","0"
"FBgn0033215","8","2","2","4"
"FBgn0033216","10","0","7","2"
"FBgn0015614","146","51","88","30"
"FBgn0000337","2","0","1","1"
"FBgn0042135","1166","326","744","163"
"FBgn0003733","0","0","2","2"
"FBgn0033212","506","235","333","147"
"FBgn0033210","13","5","9","3"
"FBgn0033208","24","12","14","4"
"FBgn0033207","1","0","0","0"
"FBgn0033206","43","20","32","16"
"FBgn0033202","0","0","0","0"
"FBgn0033199","48","13","28","7"
"FBgn0028687","133","54","118","34"
"FBgn0033196","379","128","242","81"
"FBgn0004133","100","64","64","28"
"FBgn0004132","38","26","30","15"
"FBgn0050499","48","18","29","15"
"FBgn0033191","62","28","48","15"
"FBgn0033188","543","238","318","129"
"FBgn0033186","8","3","1","2"
"FBgn0003174","19","18","21","9"
"FBgn0033158","12","0","4","0"
"FBgn0033160","138","55","77","28"
"FBgn0033164","3","2","5","0"
"FBgn0033165","3","3","2","0"
"FBgn0003460","111","58","56","21"
"FBgn0033169","21","12","16","7"
"FBgn0033174","17","4","13","5"
"FBgn0033178","23","16","21","5"
"FBgn0033185","34","18","29","13"
"FBgn0025185","20","11","20","6"
"FBgn0033184","44","27","36","15"
"FBgn0015929","14","23","10","8"
"FBgn0033183","157","48","95","27"
"FBgn0010548","507","198","320","103"
"FBgn0033179","142","58","134","33"
"FBgn0033177","115","53","59","48"
"FBgn0050502","1","0","4","1"
"FBgn0040513","0","0","0","0"
"FBgn0050503","0","0","0","0"
"FBgn0033168","11","5","1","2"
"FBgn0033167","0","0","0","0"
"FBgn0033166","289","120","172","65"
"FBgn0041243","3","2","4","2"
"FBgn0000352","131","71","95","36"
"FBgn0033159","1224","466","802","244"
"FBgn0033127","73","41","72","23"
"FBgn0033128","52","19","30","13"
"FBgn0033129","10","6","9","5"
"FBgn0033130","48","23","29","14"
"FBgn0033131","5","1","3","1"
"FBgn0033132","511","196","303","118"
"FBgn0033133","62","14","34","7"
"FBgn0033134","68","17","31","17"
"FBgn0016032","22","4","6","4"
"FBgn0033135","6","4","17","2"
"FBgn0033136","0","0","0","0"
"FBgn0033139","3","2","3","3"
"FBgn0033140","4","1","3","1"
"FBgn0024294","5","0","0","0"
"FBgn0003090","102","65","45","40"
"FBgn0033149","7","2","5","0"
"FBgn0053140","3","6","1","2"
"FBgn0050385","3","2","1","1"
"FBgn0050384","2","0","1","2"
"FBgn0033153","92","14","40","5"
"FBgn0026602","77","40","47","21"
"FBgn0026389","1","0","0","0"
"FBgn0002930","748","250","396","236"
"FBgn0044011","48","6","30","10"
"FBgn0015039","204","156","92","112"
"FBgn0015038","42","9","27","10"
"FBgn0033141","0","0","0","0"
"FBgn0050299","0","0","0","0"
"FBgn0050298","0","0","0","0"
"FBgn0033138","2","3","4","3"
"FBgn0027558","84","26","56","28"
"FBgn0033137","2","3","8","0"
"FBgn0016126","1043","319","734","174"
"FBgn0040324","491","161","258","83"
"FBgn0039911","303","137","222","72"
"FBgn0024728","260","111","175","72"
"FBgn0039920","536","160","288","79"
"FBgn0026199","222","82","150","45"
"FBgn0039916","225","53","155","27"
"FBgn0028996","1465","540","1095","354"
"FBgn0039909","402","185","252","102"
"FBgn0026869","1413","637","816","346"
"FBgn0039908","1368","554","897","286"
"FBgn0026262","507","160","257","88"
"FBgn0039907","497","209","307","126"
"FBgn0024811","141","63","102","33"
"FBgn0039896","32","5","17","5"
"FBgn0039897","278","49","139","22"
"FBgn0026777","166","55","106","29"
"FBgn0052850","78","24","50","13"
"FBgn0039904","637","253","368","134"
"FBgn0039902","137","54","83","23"
"FBgn0042696","670","179","356","103"
"FBgn0053481","151","51","104","21"
"FBgn0051999","117","47","95","26"
"FBgn0051998","493","219","327","104"
"FBgn0039890","381","132","291","81"
"FBgn0039889","112","32","64","16"
"FBgn0051997","109","24","51","16"
"FBgn0052006","4","2","3","1"
"FBgn0011747","1275","527","874","288"
"FBgn0017545","1483","297","1010","237"
"FBgn0004859","134","67","101","30"
"FBgn0025740","281","86","200","61"
"FBgn0052009","3","0","3","0"
"FBgn0052010","0","0","2","0"
"FBgn0052011","0","0","0","1"
"FBgn0019985","222","90","155","46"
"FBgn0019650","456","135","239","83"
"FBgn0010217","2505","647","1461","332"
"FBgn0013749","72","22","45","16"
"FBgn0002521","219","71","133","42"
"FBgn0052017","733","179","462","107"
"FBgn0039928","959","387","601","210"
"FBgn0024913","247","100","117","61"
"FBgn0011642","314","95","168","55"
"FBgn0039929","54","24","26","17"
"FBgn0039930","1","1","0","0"
"FBgn0039932","23","8","23","5"
"FBgn0052016","352","124","241","79"
"FBgn0023213","1175","501","692","256"
"FBgn0039936","924","380","616","248"
"FBgn0039937","22","3","10","6"
"FBgn0039938","251","131","206","87"
"FBgn0039923","493","211","320","111"
"FBgn0031208","28","5","23","5"
"FBgn0024698","89","29","53","23"
"FBgn0030538","0","0","0","0"
"FBgn0010473","1675","800","1123","429"
"FBgn0003386","309","143","178","73"
"FBgn0051481","58","22","37","12"
"FBgn0004577","1","0","1","0"
"FBgn0010453","30","22","20","3"
"FBgn0010549","4","1","0","1"
"FBgn0012018","0","0","0","0"
"FBgn0012016","0","0","0","0"
"FBgn0012017","0","0","0","0"
"FBgn0052525","0","0","0","1"
"FBgn0052520","0","0","1","0"
"FBgn0011910","0","0","0","0"
"FBgn0011909","0","0","0","0"
"FBgn0014342","5","2","6","0"
"FBgn0032721","130","48","89","26"
"FBgn0032720","18","5","11","6"
"FBgn0036290","48","14","24","12"
"FBgn0036362","0","0","0","0"
"FBgn0002565","0","16","0","16"
"FBgn0036255","20","6","8","1"
"FBgn0017424","0","0","0","0"
"FBgn0025885","780","485","527","305"
"FBgn0014018","989","243","477","214"
"FBgn0038282","458","161","288","93"
"FBgn0040796","0","0","0","0"
"FBgn0016047","25","23","27","9"
"FBgn0030151","213","55","127","39"
"FBgn0032851","2","2","3","0"
"FBgn0039817","25","12","10","9"
"FBgn0003141","122","61","65","28"
"FBgn0036039","69","35","52","18"
"FBgn0038535","698","224","376","153"
"FBgn0053503","0","0","0","0"
"FBgn0050489","7","17","3","10"
"FBgn0000109","15","4","7","2"
"FBgn0039757","2927","1103","2165","810"
"FBgn0042173","0","0","0","0"
"FBgn0003892","65","27","34","17"
"FBgn0005278","1113","240","524","197"
"FBgn0052000","1328","410","923","206"
"FBgn0021760","473","235","241","126"
"FBgn0036640","11","2","6","2"
"FBgn0067783","89","38","73","14"
"FBgn0035981","62","29","52","19"
"FBgn0001098","1500","618","959","342"
"FBgn0002174","90","50","53","25"
"FBgn0017418","386","149","255","73"
"FBgn0002921","6969","3519","4119","2000"
"FBgn0000083","467","198","241","119"
"FBgn0011672","238","93","150","69"
"FBgn0036414","3","1","1","2"
"FBgn0053489","0","0","0","0"
"FBgn0053490","1","0","0","0"
"FBgn0036544","948","303","560","171"
"FBgn0034274","9","0","6","0"
"FBgn0034275","90","19","52","18"
"FBgn0022740","1","0","1","0"
"FBgn0027572","278","64","143","36"
"FBgn0026309","31","11","17","12"
"FBgn0028744","46","6","20","9"
"FBgn0028743","177","53","96","31"
"FBgn0026316","64","26","30","13"
"FBgn0028740","17","11","9","5"
"FBgn0034279","0","1","4","0"
"FBgn0034278","0","0","0","0"
"FBgn0034277","123","43","90","44"
"FBgn0034276","412","69","364","91"
"FBgn0035917","557","183","287","123"
"FBgn0036101","56","11","40","6"
"FBgn0032388","219","71","134","45"
"FBgn0030887","100","45","66","28"
"FBgn0030892","59","43","32","25"
"FBgn0020429","3","0","0","0"
"FBgn0036790","24","14","25","7"
"FBgn0036689","3","1","3","1"
"FBgn0010424","18","9","12","4"
"FBgn0036911","70","29","46","13"
"FBgn0036900","130","81","77","23"
"FBgn0015721","27","19","20","8"
"FBgn0053493","103","41","50","31"
"FBgn0053494","59","27","51","11"
"FBgn0011862","0","0","0","0"
"FBgn0000281","0","0","0","0"
"FBgn0040227","261","147","193","101"
"FBgn0025790","228","95","140","60"
"FBgn0032699","418","124","257","67"
"FBgn0036302","159","86","116","45"
"FBgn0034289","0","2","0","0"
"FBgn0016034","3","3","1","1"
"FBgn0031883","465","214","227","127"
"FBgn0031835","1157","415","722","222"
"FBgn0031115","64","31","55","16"
"FBgn0039313","8","17","5","4"
"FBgn0000286","416","199","298","127"
"FBgn0028425","105","38","69","19"
"FBgn0003380","3977","1306","2712","669"
"FBgn0037153","477","193","297","95"
"FBgn0038448","2","0","2","0"
"FBgn0036681","1","1","4","0"
"FBgn0061197","16","3","17","2"
"FBgn0027780","100","30","66","29"
"FBgn0028560","2","1","2","0"
"FBgn0003464","500","241","328","138"
"FBgn0023023","357","190","235","136"
"FBgn0037222","13","2","8","4"
"FBgn0037836","45","6","31","7"
"FBgn0037986","0","0","0","0"
"FBgn0029588","25","0","16","5"
"FBgn0038440","0","0","0","0"
"FBgn0020371","1","0","0","0"
"FBgn0030657","21","4","10","3"
"FBgn0043070","724","318","488","185"
"FBgn0029941","460","232","302","134"
"FBgn0036574","23","10","11","5"
"FBgn0003118","99","48","59","25"
"FBgn0004595","7141","2293","4200","1225"
"FBgn0016038","73","19","42","21"
"FBgn0033566","20","7","10","7"
"FBgn0036646","13","4","18","10"
"FBgn0033285","17","6","3","2"
"FBgn0003189","126","111","36","70"
"FBgn0032202","28","16","41","14"
"FBgn0002773","801","492","425","218"
"FBgn0037455","25","5","15","6"
"FBgn0031450","320","141","197","76"
"FBgn0050011","2","0","3","0"
"FBgn0050159","85","30","50","40"
"FBgn0061435","13","4","3","1"
"FBgn0050423","83","25","51","20"
"FBgn0038194","468","151","174","144"
"FBgn0051665","706","292","410","135"
"FBgn0051720","0","0","2","0"
"FBgn0005666","3535","1208","1891","576"
"FBgn0052206","444","209","297","102"
"FBgn0052442","4","2","6","3"
"FBgn0052495","0","2","0","0"
"FBgn0052568","12","3","5","2"
"FBgn0052656","2","1","1","1"
"FBgn0031518","13","11","7","4"
"FBgn0023531","1450","680","962","357"
"FBgn0053170","40","10","24","14"
"FBgn0053198","9","2","2","1"
"FBgn0035802","270","176","203","92"
"FBgn0032120","311","142","211","96"
"FBgn0041723","384","184","283","103"
"FBgn0053317","6","3","9","1"
"FBgn0053318","0","0","1","0"
"FBgn0053319","0","0","0","0"
"FBgn0053459","0","0","1","2"
"FBgn0053467","0","0","0","0"
"FBgn0052311","1406","806","1021","431"
"FBgn0003016","359","218","222","117"
"FBgn0035028","59","23","55","17"
"FBgn0015925","26","9","19","2"
"FBgn0013305","489","184","355","121"
"FBgn0021761","119","26","52","13"
"FBgn0038474","43","11","17","11"
"FBgn0025456","39","18","50","21"
"FBgn0026379","146","33","77","20"
"FBgn0039207","283","80","197","64"
"FBgn0032455","380","130","317","67"
"FBgn0038886","0","1","0","0"
"FBgn0039215","144","71","84","47"
"FBgn0039714","104","59","89","37"
"FBgn0039711","16","5","13","2"
"FBgn0002567","800","418","444","218"
"FBgn0032001","113","31","47","27"
"FBgn0031548","7","5","5","0"
"FBgn0025682","212","47","128","26"
"FBgn0031778","1","0","2","2"
"FBgn0032907","15","2","9","0"
"FBgn0031813","238","97","205","63"
"FBgn0026620","534","185","358","106"
"FBgn0003721","705","311","445","173"
"FBgn0034405","0","0","0","0"
"FBgn0039915","105","19","50","3"
"FBgn0020445","63","39","15","11"
"FBgn0004509","816","358","610","204"
"FBgn0000117","1042","406","732","244"
"FBgn0022361","327","106","205","49"
"FBgn0023175","98","32","54","17"
"FBgn0010329","105","40","59","21"
"FBgn0011754","354","151","268","106"
"FBgn0001991","1859","773","1158","366"
"FBgn0032456","1161","495","696","286"
"FBgn0067782","0","0","0","0"
"FBgn0027934","0","2","0","0"
"FBgn0034053","45","7","20","4"
"FBgn0034054","25","15","12","11"
"FBgn0050069","682","402","322","169"
"FBgn0039114","680","614","142","184"
"FBgn0039116","20","8","15","2"
"FBgn0015513","617","341","384","196"
"FBgn0039120","378","149","223","117"
"FBgn0039118","70","15","38","8"
"FBgn0039117","61","33","39","19"
"FBgn0039115","9","8","6","3"
"FBgn0039113","79","46","64","20"
"FBgn0035477","175","67","107","51"
"FBgn0035478","1","1","0","0"
"FBgn0004880","1428","475","838","244"
"FBgn0035482","13","3","8","3"
"FBgn0004895","0","0","1","0"
"FBgn0035483","13","12","15","7"
"FBgn0045479","6","3","7","1"
"FBgn0045478","0","0","0","0"
"FBgn0045477","0","0","0","0"
"FBgn0052255","3","1","1","0"
"FBgn0035484","290","95","213","88"
"FBgn0035481","808","416","585","226"
"FBgn0035480","33","24","28","14"
"FBgn0035479","0","1","0","0"
"FBgn0027552","353","133","254","89"
"FBgn0035476","0","6","1","4"
"FBgn0035475","53","12","27","10"
"FBgn0030545","15","4","10","3"
"FBgn0026713","119","70","91","38"
"FBgn0030552","49","25","34","10"
"FBgn0030554","97","13","50","6"
"FBgn0260482","0","0","0","0"
"FBgn0030558","0","0","0","0"
"FBgn0002917","624","317","414","176"
"FBgn0030562","13","3","9","0"
"FBgn0030559","26","7","18","8"
"FBgn0030556","130","57","88","35"
"FBgn0030555","466","210","309","133"
"FBgn0030551","1","1","0","0"
"FBgn0040153","198","70","227","25"
"FBgn0003053","204","102","104","57"
"FBgn0025739","2","1","1","0"
"FBgn0029718","24","7","23","3"
"FBgn0022942","99","38","67","25"
"FBgn0029720","121","57","95","40"
"FBgn0029719","18","7","12","8"
"FBgn0025615","48","20","27","8"
"FBgn0011277","3","1","1","1"
"FBgn0025612","0","0","0","0"
"FBgn0025613","0","1","2","0"
"FBgn0029717","0","0","0","0"
"FBgn0023395","0","0","1","0"
"FBgn0052214","0","0","0","0"
"FBgn0036872","0","0","0","0"
"FBgn0052213","0","0","0","0"
"FBgn0052212","1","0","0","0"
"FBgn0036879","0","0","1","0"
"FBgn0036878","0","1","0","1"
"FBgn0036877","11","5","9","4"
"FBgn0036876","52","40","37","19"
"FBgn0036875","111","24","88","13"
"FBgn0036874","0","0","0","0"
"FBgn0052207","15","0","9","0"
"FBgn0036873","0","0","0","0"
"FBgn0052208","0","0","0","0"
"FBgn0036871","0","0","0","0"
"FBgn0036870","0","1","1","0"
"FBgn0053062","1","0","0","0"
"FBgn0031126","85","46","38","26"
"FBgn0031127","3","2","0","1"
"FBgn0031128","0","0","0","1"
"FBgn0019929","156","42","80","39"
"FBgn0030157","265","67","156","45"
"FBgn0030158","148","79","85","34"
"FBgn0030159","37","14","31","2"
"FBgn0030160","265","84","176","94"
"FBgn0030162","0","0","0","0"
"FBgn0030161","0","1","1","0"
"FBgn0030156","40","15","17","5"
"FBgn0052695","41","7","44","15"
"FBgn0024807","1224","541","841","323"
"FBgn0053502","0","0","0","0"
"FBgn0052819","0","0","0","0"
"FBgn0040028","10","0","13","0"
"FBgn0052820","0","1","1","0"
"FBgn0027588","644","285","388","167"
"FBgn0052230","221","51","126","23"
"FBgn0010215","370","151","217","79"
"FBgn0039530","436","158","213","71"
"FBgn0039532","71","33","43","13"
"FBgn0027494","13","3","5","1"
"FBgn0039536","1727","1071","1173","577"
"FBgn0039537","135","51","83","44"
"FBgn0039538","15","3","6","7"
"FBgn0046258","7","4","1","1"
"FBgn0045862","172","65","93","40"
"FBgn0039543","260","55","167","34"
"FBgn0051055","1","0","4","1"
"FBgn0003330","83","21","55","11"
"FBgn0002772","237","92","158","38"
"FBgn0039531","16","7","10","3"
"FBgn0039529","111","26","49","20"
"FBgn0260484","21","12","5","8"
"FBgn0021738","41","16","28","5"
"FBgn0029679","1","2","7","0"
"FBgn0053221","16","3","13","2"
"FBgn0031644","2","0","5","0"
"FBgn0031645","1976","379","1397","205"
"FBgn0003372","1","1","3","0"
"FBgn0031650","11","3","3","0"
"FBgn0039331","13","7","4","6"
"FBgn0051437","15","3","9","6"
"FBgn0039332","60","69","33","35"
"FBgn0032859","88","34","43","19"
"FBgn0051687","39","6","21","6"
"FBgn0032863","12","4","9","5"
"FBgn0032864","198","77","137","77"
"FBgn0042175","22","22","19","16"
"FBgn0051683","2","1","0","0"
"FBgn0032860","2","1","3","0"
"FBgn0032858","31","12","22","4"
"FBgn0031688","36","5","23","7"
"FBgn0031692","185","92","103","39"
"FBgn0031690","36","7","25","5"
"FBgn0033538","214","83","105","53"
"FBgn0033540","28","12","25","9"
"FBgn0033541","1","1","1","0"
"FBgn0033539","92","46","58","25"
"FBgn0031195","21","24","15","11"
"FBgn0031197","0","0","0","0"
"FBgn0031196","3","1","3","3"
"FBgn0031194","173","99","120","68"
"FBgn0010316","34","17","37","14"
"FBgn0043530","0","0","3","0"
"FBgn0033633","7","3","2","2"
"FBgn0040503","2","4","5","10"
"FBgn0015872","83","16","37","17"
"FBgn0050026","48","23","19","11"
"FBgn0033015","117","47","98","31"
"FBgn0033019","17","7","19","1"
"FBgn0033020","4","0","0","0"
"FBgn0033021","186","67","98","34"
"FBgn0050441","0","1","0","0"
"FBgn0033017","57","19","34","13"
"FBgn0052133","311","128","202","69"
"FBgn0053196","15070","6166","9166","3353"
"FBgn0050220","0","0","0","0"
"FBgn0050449","0","0","0","0"
"FBgn0053353","0","0","0","0"
"FBgn0053354","0","0","0","0"
"FBgn0053355","0","0","0","0"
"FBgn0053356","0","0","0","0"
"FBgn0053357","0","0","0","0"
"FBgn0053358","0","0","0","0"
"FBgn0053359","0","0","0","0"
"FBgn0053360","0","0","0","0"
"FBgn0053361","0","0","0","0"
"FBgn0053362","0","0","0","0"
"FBgn0053363","0","0","0","0"
"FBgn0053364","0","0","0","0"
"FBgn0053365","0","0","0","0"
"FBgn0053366","0","0","0","0"
"FBgn0053367","0","0","0","0"
"FBgn0053368","0","0","0","0"
"FBgn0053369","0","0","0","0"
"FBgn0053370","0","0","0","0"
"FBgn0053371","0","0","0","0"
"FBgn0053372","0","0","0","0"
"FBgn0053373","0","0","0","0"
"FBgn0053374","0","0","0","0"
"FBgn0053375","0","0","0","0"
"FBgn0053376","0","0","0","0"
"FBgn0053377","0","0","0","0"
"FBgn0053378","0","0","0","0"
"FBgn0053379","0","0","0","0"
"FBgn0053380","0","0","0","0"
"FBgn0053381","0","0","0","0"
"FBgn0053382","0","0","0","0"
"FBgn0053383","0","0","0","0"
"FBgn0053384","0","0","0","0"
"FBgn0053385","0","0","0","0"
"FBgn0053386","0","0","0","0"
"FBgn0053387","0","0","0","0"
"FBgn0053388","0","0","0","0"
"FBgn0053389","0","0","0","0"
"FBgn0053390","0","0","0","0"
"FBgn0053391","0","0","0","0"
"FBgn0053392","0","0","0","0"
"FBgn0053393","0","0","0","0"
"FBgn0053394","0","0","0","0"
"FBgn0053395","0","0","0","0"
"FBgn0053396","0","0","0","0"
"FBgn0053397","0","0","0","0"
"FBgn0053398","0","0","0","0"
"FBgn0053399","0","0","0","0"
"FBgn0053400","0","0","0","0"
"FBgn0053401","0","0","0","0"
"FBgn0053402","0","0","0","0"
"FBgn0053403","0","0","0","0"
"FBgn0053404","0","0","0","0"
"FBgn0053405","0","0","0","0"
"FBgn0053406","0","0","0","0"
"FBgn0053407","0","0","0","0"
"FBgn0053408","0","0","0","0"
"FBgn0053409","0","0","0","0"
"FBgn0053410","0","0","0","0"
"FBgn0053411","0","0","0","0"
"FBgn0053412","0","0","0","0"
"FBgn0053413","0","0","0","0"
"FBgn0053414","0","0","0","0"
"FBgn0053415","0","0","0","0"
"FBgn0053416","0","0","0","0"
"FBgn0053417","0","0","0","0"
"FBgn0053418","0","0","0","0"
"FBgn0053419","0","0","0","0"
"FBgn0053420","0","0","0","0"
"FBgn0053421","0","0","0","0"
"FBgn0053422","0","0","0","0"
"FBgn0053423","0","0","0","0"
"FBgn0053424","0","0","0","0"
"FBgn0053425","0","0","0","0"
"FBgn0053426","0","0","0","0"
"FBgn0053427","0","0","0","0"
"FBgn0053428","0","0","0","0"
"FBgn0053429","0","0","0","0"
"FBgn0053430","0","0","0","0"
"FBgn0053431","0","0","0","0"
"FBgn0053432","0","0","0","0"
"FBgn0053433","0","0","0","0"
"FBgn0053434","0","0","0","0"
"FBgn0053435","0","0","0","0"
"FBgn0053436","0","0","0","0"
"FBgn0053437","0","0","0","0"
"FBgn0053438","0","0","0","0"
"FBgn0053439","0","0","0","0"
"FBgn0053440","0","0","0","0"
"FBgn0053441","0","0","0","0"
"FBgn0053442","0","0","0","0"
"FBgn0053443","0","0","0","0"
"FBgn0053444","0","0","0","0"
"FBgn0053445","0","0","0","0"
"FBgn0053446","0","0","0","0"
"FBgn0053447","0","0","0","0"
"FBgn0053448","0","0","0","0"
"FBgn0053449","0","0","0","0"
"FBgn0053450","0","0","0","0"
"FBgn0053451","0","0","0","0"
"FBgn0053452","0","0","0","0"
"FBgn0040849","36","18","31","7"
"FBgn0033005","210","90","177","58"
"FBgn0033010","228","115","160","64"
"FBgn0026238","203","65","129","40"
"FBgn0013348","14","3","10","11"
"FBgn0032949","318","98","200","62"
"FBgn0030715","11","0","5","0"
"FBgn0030717","43","17","23","4"
