"id","chr","S2_Auxin1_hst","S2_Auxin2_hst","S2_Ctrl1_hst","S2_Ctrl2_hst"
"FBgn0000455","chr3R",28.8239488234479,26.0242306327118,47.4244698904153,27.227565318675
"FBgn0000459","chrX",4.21676754569296,2.74963425085544,4.69754329315211,5.39395241094524
"FBgn0000463","chr3R",3.68184648174843,4.56157211833987,2.95317581600666,5.36905653930484
"FBgn0000464","chr2L",0.34185410200657,0.387675378061564,0.516605093867323,0.13689037264195
"FBgn0000479","chrX",2.46764160533501,3.60568475799902,3.17789041007298,2.69709547865579
"FBgn0000482","chrX",66.7809935229927,61.3791062779954,62.9169517246518,37.0984589238345
"FBgn0000489","chr3L",0.820217914574521,0.777950235065428,0.79744167603399,1.14457765011504
"FBgn0000499","chrX",29.655311399432,31.7331455716031,26.4291749850956,32.6816977312622
"FBgn0000504","chr3R",0.401401167322009,1.04696916397897,0.670750524300146,0.61615124023925
"FBgn0000520","chrX",36.890719483935,50.5163179943851,59.1794259511368,62.2900251797758
"FBgn0000524","chrX",22.6761835149503,29.5729893553543,18.9462104498285,18.854315472804
"FBgn0000527","chr3R",2.06222037780187,3.84204367930923,0.787661115820981,2.71329478594727
"FBgn0000536","chrX",35.5851220042567,42.540751948763,36.4709786451496,41.8777882216246
"FBgn0000541","chr3L",37.4560400735934,41.2494543243994,39.1673679019485,33.2193699382224
"FBgn0000542","chrX",4.98988291588988,4.05185308067612,5.66368871927457,5.49169966605463
"FBgn0000543","chr3L",29.4444995670107,42.1159561352468,30.4737641541003,46.6553184283095
"FBgn0000546","chr2R",5.27046617612975,5.62372555968296,7.33032849746496,8.25360927536052
"FBgn0000559","chr2L",353.942631988704,427.105110282018,436.446526227732,413.72160604638
"FBgn0000562","chr2R",11.7833753051831,11.3480921836563,9.2089969048212,11.1307656963137
"FBgn0000565","chr3L",32.1755707796628,55.0745345948087,51.0778084139502,24.6947685448447
"FBgn0000566","chr2R",152.218551674268,148.88608588112,129.136959946184,152.774846024725
"FBgn0000567","chr3L",7.80560498945034,6.41455901536678,8.19527022635179,8.3160049383947
"FBgn0000568","chr3L",19.2340426725134,20.3249356403403,20.9358043516742,21.9389884340712
"FBgn0000575","chr3L",106.716232814085,141.929149630177,131.360392452145,102.178225788099
"FBgn0000577","chr2R",2.05689454020799,6.70621230227667,0,3.15733541694911
"FBgn0000578","chr2R",52.0053351104885,45.7258375106241,52.6322344423851,63.4416580798307
"FBgn0000579","chr2L",64.8361215317902,63.7062616488254,79.5502130133365,70.8934655739945
"FBgn0000581","chr2R",49.8486300246746,54.1392666195499,50.6890030298439,39.6386788136187
"FBgn0000588","chr2L",47.1450321510279,51.2365588710061,47.2682557119939,33.1685186327566
"FBgn0000611","chrX",14.9790379928831,25.1161839810879,22.8848592641202,19.7081486159674
"FBgn0000615","chr2R",30.1563468954289,41.6416163023425,30.0375514469346,29.0447223038382
"FBgn0000617","chrX",61.9217097723607,66.5039311310523,24.3464922826216,50.3205319442656
"FBgn0000618","chrX",68.901869697485,78.6256635981664,69.0819593772234,105.764446955012
"FBgn0000629","chr3L",10.9458033506764,12.6887950576748,14.6325500453022,13.0680825105455
"FBgn0000635","chrX",2.21477354495389,2.31070539453906,1.57906654315066,2.9917182817268
"FBgn0000636","chr2L",2.38761762639859,2.76781792682136,2.36430436789199,2.98629281190215
"FBgn0000658","chr2R",12.1791333056822,19.0599999000143,6.51251523143027,13.0864882605603
"FBgn0000662","chr2R",52.1918732500046,59.4859670917467,49.2501532261236,57.8979344687284
"FBgn0000667","chrX",6.78155537790028,8.23417973937823,5.93960128130201,6.10223504728538
"FBgn0000709","chrX",27.0881508954228,42.1812852347426,31.3476455524474,34.7537185898554
"FBgn0000711","chrX",2.99028684822205,4.72698436832311,1.69589641930086,3.61643742312744
"FBgn0000719","chrX",4.13077609689273,3.46967266157108,4.30536377114261,4.51375133513513
"FBgn0000721","chr2L",13.2017139956587,11.3162886339286,14.4169151153075,11.4167018201675
"FBgn0000723","chr3R",4.41297512885434,5.85979039101504,3.43234666838547,2.70956870098717
"FBgn0000810","chrX",25.478509720957,26.0042273808803,31.0983865297929,22.1053926732132
"FBgn0000826","chrX",38.8462922148894,35.4627880739259,31.1582602042823,17.8887305833613
"FBgn0000927","chrX",51.8982055420003,54.1461513236983,42.8885087534719,49.2467148796418
"FBgn0000928","chrX",27.5350730630498,21.3929989844334,25.0617117307073,32.3742392508635
"FBgn0000996","chr2R",56.9023938206084,37.4270807527746,51.5940566371893,62.2809523697661
"FBgn0001075","chr2L",0.924160465868071,0.72314252356629,0.494173843014224,0.851152408484998
"FBgn0001078","chr3L",3.75208201322938,3.44751848874563,5.01585183597002,3.92689778298313
"FBgn0001079","chrX",28.2055167524316,37.6014543306312,48.5983939602599,30.7879109141294
"FBgn0001084","chr2L",55.1234054550417,50.0096080155585,57.6704161985025,80.9355981271588
"FBgn0001085","chr3L",1.90282813084291,1.55471245755504,1.53237074422413,1.75954416052299
"FBgn0001086","chr2L",141.359861114527,150.1164167744,140.379531961937,148.791459237972
"FBgn0001087","chrX",14.5326830358468,15.534999183806,15.2872574861654,12.4337914689508
"FBgn0001090","chrX",2.51298594799023,3.27729340526255,8.39851390278169,0
"FBgn0001091","chr2R",124.241158721758,121.997745584946,152.410029376525,134.619047594869
"FBgn0001092","chrX",129.764809182079,119.020228047583,102.939410444029,157.600188437581
"FBgn0001098","chr3R",24.2116327790407,30.7860491175157,27.5115703637699,41.8104937826146
"FBgn0001104","chr3L",55.1266912650258,52.5669954284737,53.8840545951215,50.9536970934896
"FBgn0001105","chrX",37.8135962287807,41.8706680971848,40.0584167081787,36.1405492627214
"FBgn0001108","chr3L",39.7977277833713,28.8938601634777,35.1025683379426,57.9406103882413
"FBgn0001112","chr3R",1.26791563739507,2.48031523625552,2.54245920875119,1.94625191977332
"FBgn0001114","chr2L",5.2649687329727,4.11976373873908,7.038306463583,4.84903973192428
"FBgn0001122","chr2R",2.02795137125571,1.62753162180812,1.66830921284294,2.87345318794647
"FBgn0001123","chr2R",15.7293035871476,16.6670265913608,17.0846167536668,10.5632181275555
"FBgn0001124","chr2R",24.7856942483508,23.6517756029959,29.0932412813475,20.4149635097028
"FBgn0001125","chr2L",31.9674108947666,22.5821266016035,30.2703553771424,20.4458380974338
"FBgn0001128","chr2L",46.2807065615924,78.3577773667253,66.210571519541,89.7359195009851
"FBgn0001133","chr2R",30.0667060049874,15.6845154485514,56.2712112312386,39.9987703308073
"FBgn0001137","chr2L",74.8711250290595,69.5844277135274,66.7260592233027,66.0501497454919
"FBgn0001139","chr3R",25.650670053894,29.6586033102669,28.2806471823577,34.0969051926526
"FBgn0001142","chr2L",73.1129390824409,110.652782996429,82.0522534899408,130.240415524873
"FBgn0001149","chr3R",150.476507469068,178.755914522877,183.23462048459,173.8079419464
"FBgn0001168","chr3L",558.082466487192,637.447167997401,636.876087046173,607.827731784959
"FBgn0001169","chr3R",34.0830697711689,30.710357681333,34.793464992341,33.2929864734049
"FBgn0001179","chr3L",24.6848696671396,15.6085350968975,17.9995555055534,9.18577030647339
"FBgn0001185","chr2L",32.7806281511678,29.2504321423802,32.2897054072311,31.7799794721166
"FBgn0001186","chrX",84.6329091843625,76.3075555848807,92.1871869697989,89.8154341710762
"FBgn0001187","chr2R",40.5699011590084,18.8960566479699,38.7389897311955,22.2410155711361
"FBgn0001189","chrX",17.1316189143821,20.9457032085967,8.58819802064541,21.3663565140048
"FBgn0001197","chr3R",98.1347886612368,118.137057433524,118.574112436069,98.4934297592836
"FBgn0001202","chr2L",27.6944496984899,38.2420872146104,39.2002376873016,47.5123066624391
"FBgn0001206","chrX",16.6460494725079,17.1385510752408,17.5679552215634,5.3793062179753
"FBgn0001215","chr3R",112.400305230255,111.006940356595,110.870558394743,116.139791490562
"FBgn0001217","chr3R",27.9578050588787,19.3028717131183,19.7865026287749,30.2931261153002
"FBgn0001218","chrX",130.800431849625,163.301527151709,147.135270793105,184.86341560791
"FBgn0001220","chr2R",163.006889214407,188.266554382445,183.334370767935,177.274632291874
"FBgn0001222","chr2R",55.9042184523118,54.6803275820082,65.3920586762465,45.9712702361604
"FBgn0001224","chr3L",342.753638330921,702.42827113586,412.379397369586,631.352661268256
"FBgn0001225","chr3L",784.159955603216,1223.83522648382,847.788776658439,993.20572449007
"FBgn0001226","chr3L",152.42584831529,238.5421508026,159.468778084149,240.077513022192
"FBgn0001229","chr3L",8.76996414506528,22.8745772971774,17.5857726203682,20.1928571392303
"FBgn0001230","chr3R",213.271370218336,419.733106916234,209.941003901096,342.252327506326
"FBgn0001233","chr3L",932.902255624429,1425.50003327185,986.391289239673,1509.08281495773
"FBgn0001234","chr3R",157.33741469338,173.502862725497,152.024436868012,173.64486703075
"FBgn0001247","chr3L",23.0304988823714,21.3582700899781,19.1567238992711,36.1374379895411
"FBgn0001248","chr3L",25.4498437523779,48.8460126269246,23.1091583345399,22.1125690129732
"FBgn0001250","chrX",3.52861591453635,2.70695309829775,0.92492515088724,3.39854391879764
"FBgn0001254","chr3L",7.59858053342212,6.60642449180342,6.77194758980007,15.5517728094365
"FBgn0001255","chr3R",15.8228447338232,15.4764409069192,15.8642011012654,18.2160632564328
"FBgn0001257","chr3L",15.6690603932754,18.1125730043995,17.1381979774481,21.3188405247223
"FBgn0001258","chr3L",13.2514671381134,10.9975154991027,14.493930178615,14.7934668073046
"FBgn0001263","chr2R",50.1124673685186,58.0922941790519,72.5738678196652,55.5552785599171
"FBgn0001276","chr2R",38.7098486265313,46.5998620144977,71.6511231557152,0
"FBgn0001280","chr3R",47.4598498739537,55.7049942193063,82.4787535484377,87.421107087952
"FBgn0001291","chr2R",170.777731468405,209.138205389728,219.946398922762,188.615811049708
"FBgn0001296","chr3R",2.70939499454496,1.57041729668687,1.60976389580681,2.77261622883736
"FBgn0001297","chr3R",89.0305126721833,91.4429897756571,90.4451667214424,98.6609489084037
"FBgn0001301","chr2L",31.3762340833361,35.0735148788225,33.8374373532052,25.0930955530233
"FBgn0001308","chr2R",39.6897319660328,42.759162950042,34.6030169700321,39.7329018943945
"FBgn0001313","chrY",0.0474676656257033,0.24761852352217,0.0634556432770968,0.364314598804799
"FBgn0001316","chr3L",6.77774467551576,7.93935563885755,5.7510477738574,6.97742941678785
"FBgn0001321","chr3R",3.27644159102545,5.12753862117692,5.25600842791242,0
"FBgn0001324","chr3L",26.4709734092889,24.3684272431155,21.5096729057293,21.5115743401596
"FBgn0001325","chr2R",5.87567428452053,7.07328033086459,2.41683348019835,13.8756409082731
"FBgn0001330","chrX",25.359830482684,22.9485075805175,24.9072135078043,28.5996990269778
"FBgn0001341","chrX",84.0076228662665,87.6463725972159,100.323947396094,79.0904342320319
"FBgn0001404","chrX",20.175133862566,15.4146790920883,25.063483627747,31.2816697135512
"FBgn0001491","chrX",29.8472842846354,5.56073304117773,51.3005082949204,6.54508781698918
"FBgn0001565","chrX",64.1059817325447,55.7355845511126,83.3175471072087,76.5354749999822
"FBgn0001612","chrX",15.7211849554736,13.2051131235462,20.6601578662562,13.0885621524507
"FBgn0001624","chrX",3.88046480134174,3.93608567488016,4.755186603189,3.64009421409076
"FBgn0001941","chr2L",282.085931721891,360.005318675449,290.60734866508,352.228105815959
"FBgn0001942","chr2L",176.803111902572,224.455065167538,170.118838765528,177.726372533993
"FBgn0001961","chr2L",321.867428528501,319.519720546073,292.203895210215,302.33942322612
"FBgn0001965","chr2L",29.1453876668519,31.9094261530698,26.9367515813985,34.2440563314311
"FBgn0001977","chr2L",79.1311679148394,85.6326903607534,78.7753132306474,118.882038993631
"FBgn0001978","chr2L",69.7201638571087,77.4091846015507,68.0131384759851,79.5422853679421
"FBgn0001986","chr2L",67.7604515921033,54.2618684716519,68.334853593472,63.8672440541506
"FBgn0001987","chr2L",7.35957840740788,5.00762282749043,5.13308815976409,9.82344441448642
"FBgn0001989","chr2L",28.2668059809253,28.8500566991404,36.144644654257,30.1840547876158
"FBgn0001990","chr2L",43.8992902884191,45.8007669077509,41.7318214288402,44.9236397546956
"FBgn0001991","chr2L",0.349960931119607,0.456399150411123,0.233917085592066,1.34297605051338
"FBgn0001992","chr2L",22.5025443973436,8.09559699031475,10.373038887104,21.4395087644807
"FBgn0001994","chr2L",46.9489114305974,46.6499818296866,55.2307036023661,73.8511385574944
"FBgn0001995","chr2L",82.603581204196,31.5298227609742,102.346028042864,105.148391229506
"FBgn0002021","chr2L",62.3242533915705,60.5613808769532,68.6133423548794,56.2751756339205
"FBgn0002022","chr2L",135.729211069318,112.64293129646,131.960211595762,174.251755785184
"FBgn0002031","chr2L",119.052958195105,93.8274559261796,119.077883490692,113.066132724391
"FBgn0002036","chr2L",10.9634660116849,2.59962346876635,10.6590267734336,12.2392236909673
"FBgn0002044","chr2L",73.6300363958395,72.7636093778311,88.0367512774263,80.0281332021029
"FBgn0002069","chr2R",28.0570559605268,17.3804482107934,44.0709428278772,32.3007091811828
"FBgn0002121","chr2L",28.1069103115012,32.2567823565726,31.0610341171405,32.7895454317709
"FBgn0002174","chr2R",67.5241583890521,61.3759659187634,62.9137326841317,56.5361773950243
"FBgn0002183","chr3L",59.3147954893662,73.7847540803634,62.214588573789,44.823767303855
"FBgn0002283","chr3L",73.0600996128432,81.6692814062169,104.644368157411,120.15785841449
"FBgn0002284","chr3L",212.357186813221,221.555336100362,255.494672942285,215.139222526613
"FBgn0002354","chr3R",82.0535769426619,131.704135562142,126.566217545132,96.8864094368909
"FBgn0002413","chr3R",40.0501183652118,30.0724442866892,37.3155697295636,39.1217122736751
"FBgn0002431","chr3R",37.1706217769627,44.1155535046273,38.3851510695313,38.641741172792
"FBgn0002441","chr3R",26.139467048758,27.5963483989699,28.2877712837784,35.3474312246725
"FBgn0002466","chr3L",28.5406563823197,23.9869320535239,21.1964840395128,24.3388552384738
"FBgn0002521","chr4",10.621337185188,6.15633071705887,13.2522112267476,13.7676233084522
"FBgn0002522","chr3R",0.629783884448696,0.657062670133919,0.67352528903972,0.773375172921637
"FBgn0002524","chr2L",89.9066473656179,89.9723019101845,96.1510799955266,96.8864094368909
"FBgn0002525","chr2L",80.5089872831768,83.9961952985973,99.9879200596814,73.3515319883813
"FBgn0002526","chr3L",151.878709976275,170.456785096932,175.134847804565,190.34209371403
"FBgn0002542","chr3R",31.4152644196446,56.941358486188,39.861084606168,39.2318367276474
"FBgn0002543","chr2L",9.69319258994489,9.49844339820366,13.3159939037871,9.86457112952712
"FBgn0002552","chr2R",43.1193843585272,42.5553456887111,40.5057382655669,42.932953400067
"FBgn0002563","chr2L",3.83841648039523,2.00233782093545,8.21002452825904,11.7839471705025
"FBgn0002566","chr2L",12.966062038901,15.3723645140519,10.7151116198696,15.1985932360924
"FBgn0002567","chr2R",5.86474542586077,5.98575722266903,10.907963704448,7.0453493061858
"FBgn0002579","chrX",98.1776422807396,118.188645668211,121.149846663288,144.90652939797
"FBgn0002590","chrX",54.0911357839511,56.6752385107888,50.6788169340609,52.5146716676219
"FBgn0002592","chr3R",137.938876430203,76.6752959715532,84.6422612453149,111.074795756101
"FBgn0002593","chr2L",632.894271041167,581.169770343089,557.705525849456,647.662275364041
"FBgn0002609","chr3R",104.442605974533,207.555213635125,141.836988169187,111.9691863661
"FBgn0002622","chr3R",184.411285483349,242.519711989429,161.58740748952,223.602720560624
"FBgn0002626","chr3R",352.567614364062,296.449122193087,365.892251937519,377.409988691666
"FBgn0002638","chr3L",94.7023408177798,80.8399039964763,103.581671467641,113.65150099417
"FBgn0002641","chrX",14.6769753556453,15.9507307036895,14.7153367499432,16.8968801747788
"FBgn0002643","chr2R",21.5076100717237,18.0198532258858,18.1370154170184,21.2097075941806
"FBgn0002645","chr3R",45.8244285922084,56.9770232031083,53.1349893188891,45.3809994057463
"FBgn0002673","chr2L",29.842090742912,25.1824670488414,18.7733894206881,26.9456721332807
"FBgn0002707","chrX",8.51287046853088,7.40133446128316,11.3801608862501,11.6153472700539
"FBgn0002709","chrX",1.23443035646458,4.82962167345115,4.95062721018789,1.89485197613905
"FBgn0002715","chr2R",21.0479139481567,6.86237318915321,25.7924665098734,35.0009523746659
"FBgn0002716","chr2R",17.4078426386764,15.1348791332502,18.9616552182636,13.8553633537099
"FBgn0002719","chr3R",51.3886655862948,66.414408760356,63.7461504008051,79.5923046578677
"FBgn0002723","chrX",12.159055215477,17.4975432234421,14.5729527700983,15.4462041421886
"FBgn0002733","chr3R",234.544926454873,265.480892500199,272.132481395231,298.890110586273
"FBgn0002736","chr2R",160.271094751068,160.407973296456,139.513796121588,200.245833297367
"FBgn0002774","chr2R",43.4476850615221,30.4736810876769,43.9273057009367,36.9889762763202
"FBgn0002775","chr3L",45.6586258302461,34.0259337295513,39.861084606168,40.0491666594734
"FBgn0002778","chr3L",18.7638771463743,14.5966066946584,22.0034158211297,24.25479779416
"FBgn0002780","chr3R",154.308030763825,170.279797779812,146.777432334998,175.369720856171
"FBgn0002781","chr3R",23.3641686471367,23.7816354743164,26.9893542164903,22.4931167079056
"FBgn0002783","chr3R",52.9253297605682,56.6336050596783,65.3091216711227,72.2137247152553
"FBgn0002787","chr2R",33.6354148306516,37.5989106718441,32.1174553672725,45.7297822714465
"FBgn0002791","chr2R",37.7606316464383,22.7285857054252,33.0055671999342,49.0452868731591
"FBgn0002838","chr3R",45.6717498963083,23.8249998750178,40.7032201964392,46.7374580734297
"FBgn0002865","chr3R",29.5237715566424,34.2250883384171,61.3945385057064,60.4253630934175
"FBgn0002868","chr3R",136.936205469651,111.249307135338,114.036643914842,124.050823297701
"FBgn0002872","chr3L",17.3271997778584,19.0291779919991,21.9441954908455,13.9985636921051
"FBgn0002878","chrX",45.7499495913571,46.3413462400183,53.440225406872,58.6354877740625
"FBgn0002887","chr2L",14.5052222691686,21.6192985526162,18.0057858812908,14.3135565343502
"FBgn0002891","chr2R",18.3573471075335,14.4403669997749,17.9184144981224,18.7856988778767
"FBgn0002899","chr3L",34.9505798857785,25.4714890088755,46.7225742055179,26.8245895837516
"FBgn0002901","chr3L",17.8189594605885,16.7317011980837,20.96222550176,15.317188699304
"FBgn0002905","chr3R",46.5794332374195,48.2641428007298,66.5331857874498,47.0133580620568
"FBgn0002906","chr3R",22.6047457091186,14.739912115183,29.0561897641985,28.025558008238
"FBgn0002921","chr3R",30.1591181149973,29.4988554310848,27.7181165980765,27.9694608314454
"FBgn0002922","chr3R",33.9304106211433,45.7759784717554,40.6665043203825,27.5382533046765
"FBgn0002924","chr3R",252.984252979856,276.26474417407,291.335773461013,243.29178034135
"FBgn0002926","chr3L",2.52224838559021,4.18647466337289,3.06526159731351,0.703937107172998
"FBgn0002931","chr2L",27.8604418752618,26.1150656436462,31.424918693747,32.0743570507951
"FBgn0002932","chr3R",5.87843959689624,9.14062032193594,6.95166643108144,5.55286852182358
"FBgn0002938","chr2L",4.55663147615482,4.24464265564154,1.74039664796578,3.99681966060044
"FBgn0002945","chr3L",4.50935710350526,4.32614044596085,3.88021491083346,7.47880011465594
"FBgn0002948","chrX",14.3309106745748,10.194304888266,12.7718822713616,22.6645688608396
"FBgn0002962","chr3R",7.29350931767406,7.60942416161164,19.5001932115194,6.71732697006784
"FBgn0002973","chr2L",5.5026067377722,4.85447935565589,4.32705017248315,4.96853381727646
"FBgn0002985","chr2L",144.2905021079,193.74279124274,164.356130840598,196.585279811227
